average_rating,brand,category,id,name,price,primary_category,sold,total_rating,url
5.0,Samsung,Laptop - Máy Vi Tính - Linh kiện,35603101,Ổ Cứng SSD Samsung 970 EVO PLUS 2TB M2 2280 PCIe NVMe - Hàng Nhập Khẩu,4269000,Thiết Bị Lưu Trữ,61,20,https://tiki.vn/o-cung-ssd-samsung-970-evo-plus-2tb-m2-2280-pcie-nvme-hang-nhap-khau-p35603100.html?
5.0,AlphaCartridge,Laptop - Máy Vi Tính - Linh kiện,97991448,Mực nạp Brother hàng chính hãng Alphacartridge dành cho hộp mực TN 2280 2385 1010 Máy in HL1111/1511/2321/2340/2360/2361/2240/2280/2380 MFC1601/2701/2720/2740/7060/7360,31800,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,1159,55,https://tiki.vn/muc-nap-brother-hang-chinh-hang-alphacartridge-danh-cho-hop-muc-tn-2280-2385-1010-may-in-hl1111-1511-2321-2340-2360-2361-2240-2280-2380-mfc1601-2701-2720-2740-7060-7360-p97991447.html?
4.7,Provision,Laptop - Máy Vi Tính - Linh kiện,185174098,Màn hình Cong Provision / K-VISION 27 inch - Tấm nền PLS - độ phân giải FUll HD 1920x1080 - Chống Lóa - Tần số 75Hz - Hàng Chính Hãng,2244000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,46,11,https://tiki.vn/man-hinh-cong-provision-27-inch-tam-nen-ips-do-phan-giai-full-hd-1920x1080-chong-loa-tan-so-75hz-hang-chinh-hang-p185174097.html?
4.6,HPRT,Laptop - Máy Vi Tính - Linh kiện,49275939,"Máy in nhiệt mini TMĐT Shoptida in không cần mực, in đơn vận chuyển, bill thanh toán, in tem nhãn, mini code, bar code, mã vạch tốc độ in 1s/đơn, in xong có thể dán đơn ngay - Hàng chính hãng",1650000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,334,87,https://tiki.vn/may-in-don-hang-tmdt-shoptida-in-khong-can-muc-in-don-van-chuyen-bill-thanh-toan-in-tem-nhan-mini-code-bar-code-ma-vach-toc-do-in-1s-don-in-xong-co-the-dan-don-ngay-hang-chinh-hang-p49275935.html?
4.7,TP-Link,Laptop - Máy Vi Tính - Linh kiện,83781293,Bộ Chuyển Đổi USB Wifi TP-Link Archer T4U Băng Tần Kép MU-MIMO AC1300 - Hàng Chính Hãng,469000,Thiết Bị Mạng,169,58,https://tiki.vn/bo-chuyen-doi-usb-wifi-tp-link-archer-t4u-bang-tan-kep-mu-mimo-ac1300-hang-chinh-hang-p456525.html?
4.7,TP-Link,Laptop - Máy Vi Tính - Linh kiện,46178918,USB mạng Wi-Fi băng tần kép - Archer T2U Nano - TP-Link T2U Nano - Bộ chuyển đổi USB Wi-Fi Nano AC600 - Hàng Chính Hãng,237000,Thiết Bị Mạng,332,45,https://tiki.vn/usb-mang-wi-fi-bang-tan-kep-archer-t2u-nano-tp-link-t2u-nano-bo-chuyen-doi-usb-wi-fi-nano-ac600-hang-chinh-hang-p46178917.html?
4.8,Brother,Laptop - Máy Vi Tính - Linh kiện,113331098,Bộ mực in phun Brother BT5000C/Y/M - Hàng chính hãng,441600,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,117,16,https://tiki.vn/bo-muc-in-phun-brother-bt5000c-y-m-hang-chinh-hang-p113331097.html?
4.8,Topcash,Laptop - Máy Vi Tính - Linh kiện,66779680,"10 cuộn giấy in nhiệt, in bill, in hóa đơn (thermal paper) TOPCASH K80mm phi 45mm dùng cho máy in nhiệt in hóa đơn, máy tính tiền. Hàng chính hãng",69000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,33,11,https://tiki.vn/10-cuon-giay-in-nhiet-in-bill-in-hoa-don-thermal-paper-topcash-k80mm-phi-45mm-dung-cho-may-in-nhiet-in-hoa-don-may-tinh-tien-hang-chinh-hang-p66779679.html?
4.0,KOMAXI,Laptop - Máy Vi Tính - Linh kiện,31256680,"Hộp mực Samsung MLTD101, Samsung ML-2160/2161/2164/2165/2165W; SCX-3401/3450FW/3406 - Hàng nhập khẩu",214000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,60,4,https://tiki.vn/hop-muc-samsung-mltd101-samsung-ml-2160-2161-2164-2165-2165w-scx-3401-3450fw-3406-hang-nhap-khau-p14380739.html?
4.8,Canon,Laptop - Máy Vi Tính - Linh kiện,26416953,"Mực In Canon PG-47 Cho Máy In Canon Pixma E400, E410, E460, E480 - Hàng Chính Hãng",290000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,118,15,https://tiki.vn/muc-in-canon-pg-47-cho-may-in-canon-pixma-e400-e410-e460-e480-hang-chinh-hang-p491431.html?
5.0,Microsoft,Laptop - Máy Vi Tính - Linh kiện,140834292,Windows 10 Pro 64-bit Eng Intl 1pk DSP OEI DVD - Hàng Chính Hãng,2450000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,32,7,https://tiki.vn/windows-10-pro-64-bit-eng-intl-1pk-dsp-oei-dvd-hang-chinh-hang-p140834291.html?
4.6,WD,Laptop - Máy Vi Tính - Linh kiện,33164955,Ổ Cứng Di Động HDD WD My Passport Ultra 4TB USB Type C Màu Bạc - Hàng Nhập Khẩu,3675000,Thiết Bị Lưu Trữ,385,88,https://tiki.vn/o-cung-di-dong-wd-my-passport-ultra-4tb-usb-type-c-mau-bac-hang-nhap-khau-p33164951.html?
4.8,Mercusys,Laptop - Máy Vi Tính - Linh kiện,149488180,Hệ Thống Wifi Mesh Mercusys Halo H50G Dành Cho Gia Đình Chuẩn AC1900 - Hàng Chính Hãng,1499000,Thiết Bị Mạng,75,22,https://tiki.vn/he-thong-wifi-mesh-mercusys-halo-h50g-danh-cho-gia-dinh-chuan-ac1900-p149485922.html?
5.0,Brother,Laptop - Máy Vi Tính - Linh kiện,91258446,Máy in phun màu đa năng Brother DCP-T720DW - Hàng chính hãng,5664000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,35,11,https://tiki.vn/may-in-phun-mau-da-nang-brother-dcp-t720dw-hang-chinh-hang-p91258445.html?
4.1,Deli,Laptop - Máy Vi Tính - Linh kiện,120533330,"Máy Quét Mã Vạch Deli - Kết Nối Bluetooth, Độ Phân Giải Cao - Phù Hợp Cho Cửa Hàng, Siêu Thị - Hàng Chính Hãng - E14953W/E14953/E14952",1040000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,44,16,https://tiki.vn/may-quet-ma-vach-deli-chinh-hang-ket-noi-bluetooth-do-phan-giai-cao-phu-hop-cho-ban-hang-e14953w-e14953-e14952-p120533324.html?
4.8,LG,Laptop - Máy Vi Tính - Linh kiện,142833161,Màn hình LG 27UP850-W 27 Inch UHD 4K IPS/ HDR/USB Type-C - Hàng chính hãng,9840000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,188,57,https://tiki.vn/man-hinh-lg-27up850-w-27-inch-uhd-4k-ips-hdr-usb-type-c-hang-chinh-hang-p103791477.html?
5.0,Brother,Laptop - Máy Vi Tính - Linh kiện,114661181,Máy in Brother HL-L2321D- hàng chính hãng,3050000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,18,5,https://tiki.vn/may-in-brother-hl-l2321d-hang-chinh-hang-p108590741.html?
4.8,Coolmoon,Laptop - Máy Vi Tính - Linh kiện,74775971,Giá đỡ Coolmoon chống xệ cong chân VGA cho máy tính - hàng nhập khẩu,95000,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,107,23,https://tiki.vn/gia-do-coolmoon-chong-xe-cong-chan-vga-cho-may-tinh-hang-nhap-khau-p74775970.html?
4.7,CyberPower,Laptop - Máy Vi Tính - Linh kiện,165667262,"Bộ lưu điện UPS CyberPower BU600E - 600VA / 360W -  Tích hợp công nghệ ổn áp AVR, Công nghệ tiết kiện điện GreenPower, công nghệ Line Interactive - Hàng chính hãng",795000,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,136,25,https://tiki.vn/bo-luu-dien-ups-cyberpower-bu600e-600va-360w-tich-hop-cong-nghe-on-ap-avr-cong-nghe-tiet-kien-dien-greenpower-hang-chinh-hang-p165667261.html?
5.0,Brother,Laptop - Máy Vi Tính - Linh kiện,58669074,"Hộp mực Brother TN2385 dùng cho máy in HL-L2321D, HL-2361DN, HL-2366DW, DCP-L2520D, MFC-L2701D, MFC-L2701DW - Hàng Chính Hãng",495000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,340,48,https://tiki.vn/hop-muc-brother-tn2385-dung-cho-may-in-hl-l2321d-hl-2361dn-hl-2366dw-dcp-l2520d-mfc-l2701d-mfc-l2701dw-hang-chinh-hang-p58669073.html?
4.5,VENTION,Laptop - Máy Vi Tính - Linh kiện,14235573,"Cáp mạng đúc sẵn Cat5 UTP hàng chính hãng Vention VAP-A10 (1,5m - 20m)",29000,Thiết Bị Mạng,50,10,https://tiki.vn/cap-mang-duc-san-cat5-utp-hang-chinh-hang-vention-vap-a10-1-5m-20m-p14235571.html?
4.8,Brother,Laptop - Máy Vi Tính - Linh kiện,57811741,"Máy in nhãn cầm tay Brother PT-E110, máy in nhãn cáp, nhãn dây điện, mạng - Hàng chính hãng",845000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,195,57,https://tiki.vn/may-in-nhan-cam-tay-brother-pt-e110-may-in-nhan-cap-nhan-day-dien-mang-hang-chinh-hang-p10387236.html?
4.7,TP-Link,Laptop - Máy Vi Tính - Linh kiện,97012504,Bộ Phát Wifi 4G LTE TP-Link TL-MR6400 Chuẩn N 300Mbps - Hàng Chính Hãng,1299000,Thiết Bị Mạng,311,62,https://tiki.vn/bo-phat-wifi-4g-lte-tp-link-tl-mr6400-chuan-n-300mbps-hang-chinh-hang-p491362.html?
5.0,Samsung,Laptop - Máy Vi Tính - Linh kiện,44012842,RAM Laptop Samsung 16GB DDR4 Bus 3200 - Hàng Nhập Khẩu,941000,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,353,103,https://tiki.vn/ram-laptop-samsung-16gb-ddr4-bus-3200-hang-nhap-khau-p44012841.html?
4.7,Orico,Laptop - Máy Vi Tính - Linh kiện,24800226,"Hộp đựng ổ cứng 2,5"" SSD/HDD SATA 3 Orico (HDD Box 2,5"" USB 3.0) - Hàng Nhập Khẩu",124000,Thiết Bị Lưu Trữ,55,9,https://tiki.vn/hop-dung-o-cung-2-5-ssd-hdd-sata-3-orico-hdd-box-2-5-usb-3-0-hang-nhap-khau-p21477056.html?
4.8,Brother,Laptop - Máy Vi Tính - Linh kiện,71091502,Máy In Laser Đơn Năng Brother HL-L2361DN - Hàng Chính Hãng,3589000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,34,14,https://tiki.vn/may-in-laser-don-nang-brother-hl-l2361dn-hang-chinh-hang-p763594.html?
4.7,Xiaomi,Laptop - Máy Vi Tính - Linh kiện,68828152,Bộ Phát Sóng WiFi Xiaomi Router 4A Siêu Mạnh 2 Băng Tần 2.4G 5G AC1200 - Hàng Chính Hãng,390000,Thiết Bị Mạng,726,207,https://tiki.vn/bo-phat-song-wifi-xiaomi-router-4a-sieu-manh-2-bang-tan-2-4g-5g-ac1200-hang-chinh-hang-digiworld-p68828151.html?
4.8,Orico,Laptop - Máy Vi Tính - Linh kiện,25763045,Hộp Đựng Ổ Cứng HDD 5 Khay Orico 3.5'' USB 3.0 DS500U3 - Hàng Chính Hãng,2749000,Thiết Bị Lưu Trữ,25,6,https://tiki.vn/hop-dung-o-cung-hdd-2-khay-orico-3-5-usb-3-0-ds500u3-hang-chinh-hang-p25763044.html?
4.8, AMPCOM,Laptop - Máy Vi Tính - Linh kiện,56986170,"Dây cáp mạng CAT7 AMPCOM 2 đầu bấm sẵn, dạng dẹt, vỏ bện dù, dài 1m-15m - Hàng chính hãng",99000,Thiết Bị Mạng,53,12,https://tiki.vn/day-cap-mang-cat7-ampcom-2-dau-bam-san-dang-det-vo-ben-du-dai-1m-15m-hang-chinh-hang-p56986166.html?
5.0,TP-Link,Laptop - Máy Vi Tính - Linh kiện,185396769,Bộ Thu Wifi USB TP-Link TL-WN722N Chuẩn N 150Mbps - Hàng Chính Hãng,189000,Thiết Bị Mạng,25,2,https://tiki.vn/bo-thu-wifi-usb-tp-link-tl-wn722n-chuan-n-150mbps-hang-chinh-hang-p21089128.html?
5.0,Baseus,Laptop - Máy Vi Tính - Linh kiện,194011006,Đèn treo màn hình máy tính bảo vệ mắt Baseus i-work Series (Fighting) Pro - Hàng chính hãng,559122,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,13,3,https://tiki.vn/den-treo-man-hinh-may-tinh-bao-ve-mat-baseus-i-work-series-fighting-pro-hang-chinh-hang-p117200363.html?
4.6,HP,Laptop - Máy Vi Tính - Linh kiện,54754720,Mực in HP 107A Black Original Laser Toner Crtg (Máy in HP 107w/135w)_ W1107A – Hàng Chính Hãng,1384000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,139,32,https://tiki.vn/muc-in-hp-107a-black-original-laser-toner-crtg-may-in-hp-107w-135w-_-w1107a-hang-chinh-hang-p54754719.html?
4.8,Samsung,Laptop - Máy Vi Tính - Linh kiện,11601764,RAM Laptop Samsung 4GB DDR4 2666MHz SODIMM - Hàng Nhập Khẩu,350000,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,434,142,https://tiki.vn/ram-laptop-samsung-4gb-ddr4-2666mhz-sodimm-hang-nhap-khau-p10001367.html?
4.8,Samsung,Laptop - Máy Vi Tính - Linh kiện,16397910,RAM PC DDR4 Samsung 8GB Bus 2400 - Hàng Nhập Khẩu,484000,Linh Kiện Máy Tính - Phụ Kiện Máy Tính,226,48,https://tiki.vn/ram-pc-ddr4-samsung-8gb-bus-2400-hang-nhap-khau-p16397909.html?
4.7,Premium,Laptop - Máy Vi Tính - Linh kiện,46212001,Hộp Mực Premium TN-1010 Cho Máy In Brother HL-1111/ DCP1511/ MFC1811 - Hàng Nhập Khẩu,102000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,196,32,https://tiki.vn/hop-muc-premium-tn-1010-cho-may-in-brother-hl-1111-dcp1511-mfc1811-hang-nhap-khau-p42561598.html?
,Dell,Laptop - Máy Vi Tính - Linh kiện,187191937,Màn hình máy tính Dell UltraSharp U2723QE ( 27 inch IPS Black (3840 x 2160) 60Hz / 8ms / DP 1.4 / HDMI 2.2 / USB-C 3.2 Gen 2 / Jack Audio / Network ) - Hàng Chính Hãng,14390000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,6,,https://tiki.vn/man-hinh-may-tinh-dell-ultrasharp-u2723qe-27-inch-ips-black-3840-x-2160-60hz-8ms-dp-1-4-hdmi-2-2-usb-c-3-2-gen-2-jack-audio-network-hang-chinh-hang-p170338346.html?
5.0,UGREEN,Laptop - Máy Vi Tính - Linh kiện,91191968,Đầu bấm mạng Cat 6 trong suốt UGREEN NW120 - Hàng Chính Hãng ,120000,Thiết Bị Mạng,40,9,https://tiki.vn/dau-bam-mang-cat-6-trong-suot-ugreen-nw120-hang-chinh-hang-p91191518.html?
5.0,Alpha office,Laptop - Máy Vi Tính - Linh kiện,195656319,Mực in 4 màu CMYK 003 cho máy in Epson L1110/ L3110/ L3150/ L4150/ L1110 Hàng nhập khẩu.,70000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,285,27,https://tiki.vn/l1110-l3110-l3150-l4150-l1110-muc-nhap-khau-p195656317.html?
4.6,TP-Link,Laptop - Máy Vi Tính - Linh kiện,3924507,TP-Link  TL-WN823N - USB Wifi chuẩn N tốc độ 300Mbps - Hàng Chính Hãng,179000,Thiết Bị Mạng,575,90,https://tiki.vn/tp-link-tl-wn823n-usb-wifi-chuan-n-toc-do-300mbps-hang-chinh-hang-p416911.html?
,Brother,Laptop - Máy Vi Tính - Linh kiện,252161982,Máy in Laser Brother HL-L2366DW (kết nối Wifi)- Hàng chính hãng,3880000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,5,,https://tiki.vn/may-in-laser-trang-den-brother-hl-l2366dw-wifi-hang-chinh-hang-p129710044.html?
4.2,Brother,Laptop - Máy Vi Tính - Linh kiện,71206318,"Brother DR-2385 Drum Cho Máy In HL-L2321D, HL-2361DN, HL-2366DW, MFC-L2701D, MFC-L2701DW - Hàng Chính Hãng",651000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,145,24,https://tiki.vn/brother-dr-2385-drum-cho-may-in-hl-l2321d-hl-2361dn-hl-2366dw-mfc-l2701d-mfc-l2701dw-hang-chinh-hang-p509716.html?
4.3,Orico,Laptop - Máy Vi Tính - Linh kiện,16045901,Khay Ổ Cứng Máy Bàn Caddy Bay Orico 1106SS Sata III - Hàng Chính Hãng,230000,Thiết Bị Lưu Trữ,22,3,https://tiki.vn/khay-o-cung-may-ban-caddy-bay-orico-1106ss-sata-iii-hang-chinh-hang-p1823413.html?
4.7,Bitdefender,Laptop - Máy Vi Tính - Linh kiện,172873162,Phần Mềm Diệt Virus Bitdefender Internet Security BIS - Hàng Chính Hãng,290000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,239,39,https://tiki.vn/phan-mem-diet-virus-bitdefender-internet-security-bis-hang-chinh-hang-p700901.html?
4.8,Samsung,Laptop - Máy Vi Tính - Linh kiện,191640725,Ổ cứng gắn trong SSD Samsung 870 EVO 250GB | 500GB | 1TB 2.5 inch SATA 3  - Hàng chính hãng,2645000,Thiết Bị Lưu Trữ,142,17,https://tiki.vn/tang-so-tay-o-cung-ssd-samsung-870-evo-2-5-inch-sata-3-bao-hanh-5-nam-1-doi-1-hang-chinh-hang-p191640692.html?
4.8,TP-Link,Laptop - Máy Vi Tính - Linh kiện,96609025,Bộ Mở Rộng Sóng Wifi TP-Link RE205 Băng Tần Kép AC750 - Hàng Chính Hãng,479000,Thiết Bị Mạng,393,123,https://tiki.vn/bo-mo-rong-song-wifi-tp-link-re205-bang-tan-kep-ac750-hang-chinh-hang-p74857633.html?
4.6,Canon,Laptop - Máy Vi Tính - Linh kiện,2902223,Máy In Phun Màu Canon Pixma G2010 - Hàng Chính Hãng,3142000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,783,169,https://tiki.vn/may-in-phun-mau-canon-pixma-g2010-hang-chinh-hang-p2902221.html?
3.1,Orico,Laptop - Máy Vi Tính - Linh kiện,1445515,HDD Box ORICO USB3.0/3.5/2.5 6228US3-C Hàng Chính Hãng,629000,Thiết Bị Lưu Trữ,67,7,https://tiki.vn/hdd-box-orico-usb3-0-3-5-2-5-6228us3-c-hang-chinh-hang-p575519.html?
4.5,SanDisk,Laptop - Máy Vi Tính - Linh kiện,2690003,USB 3.1 SanDisk CZ430 Ultra Fit 32GB 130MB/s - Hàng Chính Hãng,162000,Thiết Bị Lưu Trữ,217,16,https://tiki.vn/usb-3-1-sandisk-cz430-ultra-fit-32gb-130mb-s-hang-chinh-hang-p2302081.html?
4.8,Samsung,Laptop - Máy Vi Tính - Linh kiện,11632123,Ổ Cứ́ng SSD Samsung 970 EVO PLUS 1TB M2 2280 PCIe NVMe MZ- V7S1T0BW - Hàng Nhập Khẩu,2734000,Thiết Bị Lưu Trữ,248,83,https://tiki.vn/o-cu-ng-ssd-samsung-970-evo-plus-1tb-m2-2280-pcie-nvme-mz-v7s1t0bw-hang-nhap-khau-p11194805.html?
5.0,Samsung,Laptop - Máy Vi Tính - Linh kiện,77105851,Ổ cứng gắn trong SSD Samsung PM9A1 M2 PCIe 4.0 - Hàng Nhập Khẩu,865000,Thiết Bị Lưu Trữ,141,50,https://tiki.vn/o-cung-gan-trong-ssd-samsung-pm9a1-m2-pcie-4-0-hang-nhap-khau-p77105849.html?
5.0,WD,Laptop - Máy Vi Tính - Linh kiện,156455096,Ổ Cứng SSD WD Black SN750 NVME M.2 2280 - Hàng Nhập Khẩu - SE,1305000,Thiết Bị Lưu Trữ,33,9,https://tiki.vn/o-cung-ssd-wd-black-sn750-nvme-m-2-2280-hang-nhap-khau-se-p156450117.html?
4.8,VENTION,Laptop - Máy Vi Tính - Linh kiện,50772518,"Dây cáp mạng dẹt Ethernet/RJ45/LAN Vention Cat 8 FTP đúc sẵn 2 đầu, dài 1m đến 5m - Hàng chính hãng",110000,Thiết Bị Mạng,391,54,https://tiki.vn/cap-mang-ethernet-rj45-lan-vention-cat-8-sstp-duc-san-2-dau-dai-1m-den-5m-hang-chinh-hang-p50772516.html?
5.0,Samsung,Laptop - Máy Vi Tính - Linh kiện,191689325,Ổ cứng di động SSD Samsung T7 Shield 1TB | 2TB USB Type C 3.2 Gen 2 kháng nước chống bụi - Hàng chính hãng,3257000,Thiết Bị Lưu Trữ,31,9,https://tiki.vn/tang-so-tay-o-cung-di-dong-ssd-samsung-t7-shield-usb-type-c-3-2-gen-2-khang-nuoc-chong-bui-bao-hanh-3-nam-1-doi-1-hang-chinh-hang-p191689321.html?
4.8,WD,Laptop - Máy Vi Tính - Linh kiện,114209124,(Giá Hủy Diệt) Ổ Cứng gắn trong HDD Western Digital Ultrastar 20TB / 22TB SATA iii 3.5 inch cho Serve dòng Enterprise - Hàng Nhập Khẩu,5735000,Thiết Bị Lưu Trữ,127,38,https://tiki.vn/o-cung-hdd-wd-ultrastar-sata-iii-3-5-inch-hang-nhap-khau-p203213313.html?
5.0,Brother,Laptop - Máy Vi Tính - Linh kiện,2396505,Mực In Brother BT5000C Ink Cho DCP-T300/T700W/MFC-T800W (Xanh lục) - Hàng Chính Hãng,145000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,324,24,https://tiki.vn/muc-in-brother-bt5000c-ink-cho-dcp-t300-t700w-mfc-t800w-xanh-luc-hang-chinh-hang-p459629.html?
4.5,Commscope,Laptop - Máy Vi Tính - Linh kiện,73170460,Cáp mạng Cat5e Commscope UTP - Hàng Chính hãng,2453000,Thiết Bị Mạng,23,6,https://tiki.vn/cap-mang-cat5e-commscope-utp-hang-chinh-hang-p62635676.html?
5.0,TP-Link,Laptop - Máy Vi Tính - Linh kiện,181361807,Bộ Chuyển Đổi Mạng USB 3.0 Sang Ethernet TP-Link UE306 Tốc Độ Gigabit 1000Mbps - Hàng Chính Hãng,229000,Thiết Bị Mạng,104,23,https://tiki.vn/bo-chuyen-doi-mang-usb-3-0-sang-ethernet-tp-link-ue306-toc-do-gigabit-1000mbps-hang-chinh-hang-p181361806.html?
4.6,HP,Laptop - Máy Vi Tính - Linh kiện,58859709,Máy in Laser trắng đen HP 107w (4ZB78A) - Hàng Chính Hãng,2500000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,463,122,https://tiki.vn/may-in-laser-trang-den-hp-107w-4zb78a-hang-chinh-hang-p51729979.html?
5.0,D-Link,Laptop - Máy Vi Tính - Linh kiện,190740779,D-Link DWA-131 - USB Wifi chuẩn N 300Mbps - Hàng Chính Hãng,169000,Thiết Bị Mạng,23,3,https://tiki.vn/d-link-dwa-131-usb-wifi-chuan-n-300mbps-hang-chinh-hang-p544992.html?
4.7,TP-Link,Laptop - Máy Vi Tính - Linh kiện,74547152,Bộ Phát Wifi TP-Link Archer C24 Băng Tần Kép AC750 - Hàng Chính Hãng,399000,Thiết Bị Mạng,843,287,https://tiki.vn/bo-phat-wifi-tp-link-archer-c24-bang-tan-kep-ac750-hang-chinh-hang-p74547151.html?
4.8,Xprinter,Laptop - Máy Vi Tính - Linh kiện,145304328,Máy in mã vạch - in tem nhãn XPrinter XP 350B - Hàng Chính Hãng,1568000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,51,6,https://tiki.vn/may-in-ma-vach-in-tem-nhan-xprinter-xp-350b-hang-chinh-hang-p7117761.html?
,Ugreen,Laptop - Máy Vi Tính - Linh kiện,133628031,"Vỏ Hộp đựng ổ cứng 2,5 inch USB 3.0 vỏ nhựa ABS cao cấp (dây liền) UGREEN US221 30847- Chính hãng",189000,Thiết Bị Lưu Trữ,10,,https://tiki.vn/vo-hop-dung-o-cung-2-5-inch-usb-3-0-vo-nhua-abs-cao-cap-day-lien-ugreen-us221-30847-chinh-hang-bh-18t-p124895610.html?
4.6,LB-LINK,Laptop - Máy Vi Tính - Linh kiện,24818102,Cuộn Dây Cáp Mạng Cat6e LBLink - 305m - Hàng chính hãng,570000,Thiết Bị Mạng,96,24,https://tiki.vn/cuon-day-cap-mang-cat6e-lblink-305m-hang-chinh-hang-p10827914.html?
5.0,Premium,Laptop - Máy Vi Tính - Linh kiện,43138624,Hộp Mực In Premium 26A (HP CF226A)/ Cartridge 052 - Hàng Nhập Khẩu,175000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,170,10,https://tiki.vn/hop-muc-in-premium-26a-hp-cf226a-cartridge-052-hang-nhap-khau-p42561568.html?
3.0,Golden Japan,Laptop - Máy Vi Tính - Linh kiện,193247923,Dây Cáp Mạng Kèm Nguồn Cat5e FTP + 2C Golden Japan Bọc Bạc Chống Nhiễu - Hàng Chính Hãng (Bán Lẻ Mét),85000,Thiết Bị Mạng,96,2,https://tiki.vn/day-cap-mang-kem-nguon-cat5e-ftp-2c-golden-japan-boc-bac-chong-nhieu-hang-chinh-hang-ban-le-met-p193247921.html?
5.0,GALAX,Laptop - Máy Vi Tính - Linh kiện,185944337,Màn hình Gaming GALAX Vivance VI-01 27″ QHD IPS 165Hz 1ms HDR G-Sync - Hàng Chính Hãng,5590000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,42,21,https://tiki.vn/man-hinh-gaming-galax-vivance-vi-01-27-qhd-ips-165hz-1ms-hdr-g-sync-hang-chinh-hang-p185944336.html?
5.0,LG,Laptop - Máy Vi Tính - Linh kiện,74572247,Màn Hình LG 24MP88HV-S 24inch FullHD 5ms 60Hz IPS Speaker - Hàng Chính Hãng,3890000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,10,1,https://tiki.vn/man-hinh-lg-24mp88hv-s-24inch-fullhd-5ms-60hz-ips-speaker-hang-chinh-hang-p704169.html?
4.5,Tenda,Laptop - Máy Vi Tính - Linh kiện,79663981,Bộ Phát Wifi 4G LTE Tenda 4G03 Chuẩn N300 Có Cổng Lan Băng Thông Mạnh Tặng Cáp Mạng - Hàng Chính Hãng,950000,Thiết Bị Mạng,55,8,https://tiki.vn/bo-phat-wifi-4g-lte-tenda-4g03-chuan-n300-co-cong-lan-bang-thong-manh-tang-cap-mang-hang-chinh-hang-p67991056.html?
5.0,Silicon Power,Laptop - Máy Vi Tính - Linh kiện,173986113,SSD Silicon Power M.2 2280 SATA A55 128GB - Hàng chính hãng,430000,Thiết Bị Lưu Trữ,19,3,https://tiki.vn/ssd-silicon-power-m-2-2280-sata-a55-128gb-hang-chinh-hang-p173986098.html?
5.0,VSP,Laptop - Máy Vi Tính - Linh kiện,190822907,Đầu Mạng VP-Link CAT5E Xuyên Thấu RJ45 (100pcs) - Hàng chính hãng,79140,Thiết Bị Mạng,24,3,https://tiki.vn/dau-mang-rj45-vp-link-cat5e-xuyen-thau-100pcs-p162617728.html?
5.0,Samsung,Laptop - Máy Vi Tính - Linh kiện,77990498,Ổ Cứng gắn trong SSD Samsung 870 QVO 2.5 inch SATA III - Hàng Nhập Khẩu - 1TB,2190000,Thiết Bị Lưu Trữ,203,58,https://tiki.vn/o-cung-gan-trong-ssd-samsung-870-qvo-2-5-inch-sata-iii-hang-nhap-khau-1tb-p63080281.html?
4.6,Canon,Laptop - Máy Vi Tính - Linh kiện,122782,Máy In Laser Đơn Năng Canon LBP 2900 - Hàng chính hãng,3990000,Thiết Bị Văn Phòng - Thiết Bị Ngoại Vi,4783,593,https://tiki.vn/may-in-laser-don-nang-canon-lbp-2900-hang-chinh-hang-p419310.html?
